IACO,Reg,Desc,Plane Type,Blah,BlahBlah
004006,Z-WSG,Medical Air Rescue Service P/L,B200 Super King Air,,
00412D,Z-WPF,Air Zimbabwe,Boeing 767,B762,Gov
00415C,Z-WPE,Air Zimbabwe,Boeing 767,B762,Gov
00817D,ZS-AOA,Netcare 911 Aeromedical,BAe 125,,
008AEF,ZS-EDA,Netcare 911 Aeromedical,Cessna Citation SII,,
00AD1A,ZS-RBL,Netcare 911 Aeromedical,Bell 407,,
010024,SU-GGG,Gov of Egypt,Airbus A340-212,A342,Gov
01003D,SU-BNC,Gov of Egypt,Gulfstream G-IV SP,GLF4,Gov
010057,SU-BNO,Gov of Egypt,Gulfstream G-IV SP,GLF4,Gov
01006B,SU-AYD,Gov of Egypt,Dassault Falcon 20 F5B,FA20,Gov
01006C,SU-AZJ,Gov of Egypt,Dassault Falcon 20 F5B,FA20,Gov
01006D,SU-AXN,Gov of Egypt,Dassault Falcon 20 E5B,FA20,Gov
01008E,SU-BPE,Gov of Egypt,Gulfstream G400,GLF4,Gov
01008F,SU-BPF,Gov of Egypt,Gulfstream G400,GLF4,Gov
010137,SU-BRF,Gov of Egypt,Cessna Citation Sovereign,C680,Gov
0101D2,SU-BTW,Gov of Egypt,Dassault Falcon 8X,FA8X,Gov
018019,5A-DCN,Gov of Libya,Dassault Falcon 900EX,F900,Gov
01801C,5A-CAA,Libyan Air Force,Antonov An-74TK-300,A743,Gov
018021,5A-ONE,Gov of Libya,Airbus A340-213,A342,Gov
018030,5A-UAA,Gov of Libya,Bombardier Challenger 300,CL30,Gov
018032,5A-DRK,Libyan Air Ambulance,Cessna Citation XLS,,
018039,5A-DRL,Libyan Air Ambulance,Cessna Citation XLS,,
018098,5A-POL,Libyan Government,Ilyushin IL-76TD,IL76,Gov
01809C,5A-DFN,Libyan Air Ambulance,Cessna Citation Latitude,,
0200CC,CN-MVI,Gov of Morocco,Boeing 737-BBJ,B737,Gov
020163,CN-TMB,Air Ocean Maroc,BAe 125,,
034002,TJ-AAW,Gov of Cameroon,Grumman GIII,GLF3,Gov
03E003,TR-LEX,Gov of Gabon,Dassault Falcon 900EX,F900,Gov
03E004,TR-KSP,Gov of Gabon,Gulfstream G-IV SP,GLF4,Gov
03E00A,TR-KPR,Gov of Gabon,Boeing 777,B772,Gov
03E015,TR-KGM,Gov of Gabon,Gulfstream G-IV,GLF4,Gov
042001,3C-ONM,Equatorial Guinea,Dassault Falcon 900B,F900,Gov
042003,3C-LGE,Guinea Ecuatorial Airlines,Dassault Falcon 50,FA50,Gov
04200A,3C-EGE,Equatorial Guinea,Boeing 737-BBJ,B737,Gov
042088,3C-QQH,Equatorial Guinea,Embraer ERJ-145 EP,E145,Gov
042819,3C-LLU,Guinea Ecuatorial Airlines,Boeing 767-ER,B763,Gov
0428DD,3C-LLX,Equatorial Guinea,Gulfstream G500,GLF5,Gov
04C293,5Y-FDW,African Medical and Research Foundation,Cessna Citation Sovereign,,
062F2E,5U-GRN,Gov of Niger,Boeing 737-BBJ,B737,Gov
06414C,5N-EMS,NEMA Air Ambulance,Cessna Citation Sovereign,,
06A001,A7-HHK,Qatar Amiri Flight,Airbus A340-211,A342,Gov
06A00F,A7AAG,Gov of Qatar,Airbus A320-232,A320,Gov
06A014,A7-HHJ,Qatar Amiri Flight,Airbus ACJ319-133X,A319,Gov
06A01C,A7HJJ,Qatar Amiri Flight,Airbus A330-202,A332,Gov
06A021,A7-HHH,Qatar Amiri Flight,Airbus A340-541,A345,Gov
06A037,A7-AAM,Qatar Amiri Flight,Bombardier Global 6000,GLEX,Gov
06A038,A7-HHM,Qatar Amiri Flight,Airbus A330-202,A332,Gov
06A05A,A7-AAH,Qatar Amiri Flight,Airbus A340-313X,A343,Gov
06A05B,A7AFE,Qatar Amiri Flight,Airbus A310-308,A310,Gov
06A0A2,A7-HHE,Qatar Amiri Flight,Boeing 747-BBJ,B748,Gov
06A0A3,A7-MED,Qatar Amiri Flight,Airbus ACJ319-133LR,A319,Gov
06A0A4,A7-MBK,Qatar Amiri Flight,Airbus ACJ320-232X,A320,Gov
06A0D6,A7-MHH,Qatar Amiri Flight,Airbus ACJ319-115X,A319,Gov
06A18D,A7-HSJ,Qatar Amiri Flight,Airbus ACJ320-232SL,A320,Gov
06A1E4,A7-HBJ,Qatar Amiri Flight,Boeing 747-BBJ,B748,Gov
06A2C3,A7-HHF,Qatar Amiri Flight,Boeing 747-BBJ,B748,Gov
07C001,ST-PSA,Gov of Sudan,Dassault Falcon 900,F900,Gov
07C005,ST-PSR,Gov of Sudan,Dassault Falcon 50,FA50,Gov
07C034,ST-PRB,Gov of Sudan,Antonov An-74,AN72,Gov
084002,TT-ABD,Gov of Chad,Boeing 737-BBJ,B737,Gov
084006,TT-ABE,Gov of Chad,ATR 42-300,AT43,Gov
08400F,TT-DCO,Gov of Chad,Mil Mi-17,MI8,Gov
08401E,TT-ABG,Gov of Chad,Dornier Do 328,J328,Gov
084C00,TT-AAI,Gov of Chad,Grumman GII,GLF2,Gov
084F00,TT-ABC,Gov of Chad,McDonnell Douglas MD-87,MD87,Gov
088005,5V-TAI,Gov of Togo,Fokker F28 1000,F28,Gov
08CBAB,9Q-CGC,Gov of Democratic Republic of Congo,Gulfstream G-IV,GLF4,Gov
08CBC8,9S-CBA,Gov of Democratic Republic of Congo,Boeing 727,B722,Gov
08CBCB,9Q-CDC,Gov of Democratic Republic of Congo,Boeing 727,B721,Gov
08CE96,9Q-CLK,Gov of Democratic Republic of Congo,Boeing 707-138B,B701,Gov
090088,D2-ANG,Gov of Angola,Bombardier Global 6000,GLEX,Gov
0900AE,D2-EEA,Gov of Angola,DHC-8-402,DH8D,Gov
0900B5,D2-EEB,Gov of Angola,DHC-8-402Q,DH8D,Gov
09A01A,C5-RTG,Gov of Gambia,Ilyushin IL-62M,IL62,Gov
09A01B,C5-GAF,Gov of Gambia,Boeing 727,B721,Gov
09A027,C5-GOG,Gov of Gambia,Boeing 727,B721,Gov
09A042,C5NBB,Gov of Gambia,Canadair Challenger 601,CL60,Gov
0A4005,7T-VPR,Gov of Algeria,Gulfstream G-IV SP,GLF4,Gov
0A4006,7T-VPS,Gov of Algeria,Gulfstream G-IV SP,GLF4,Gov
0A4009,7T-VPC,Gov of Algeria,Gulfstream G-IV SP,GLF4,Gov
0A400A,7T-VPM,Gov of Algeria,Gulfstream G-IV SP,GLF4,Gov
0A400B,7T-VPG,Gov of Algeria,Gulfstream G500,GLF5,Gov
0A402D,7T-VPP,Gov of Algeria,Airbus A340-541,A345,Gov
0A404C,7T-VPE,Gov of Algeria,ATR 72-600,AT76,Gov
0A404D,7T-VPF,Gov of Algeria,ATR 72-600,AT76,Gov
0D031E,XA-MMI,Air One Ambulance,Learjet 25D,,
0D086E,XA-UCI,Med Jets SA de CV,Learjet 55,,
0D0BB7,XA-DOC,Med Jets SA de CV,Learjet 36,,
0D8032,207,Venezuelan Air Force,Boeing 737,B732,Gov
0D8034,YV2165,Venezuelan Air Force,Dassault Falcon 50,FA50,Gov
0D809F,YV2040,Petroleos de Venezuela,Dassault Falcon 900B,F900,Gov
0D80A4,YV1129,Venezuela Government,Dassault Falcon 50,FA50,Gov
0D80AE,YV1004,Conviasa,Airbus A340-211,A342,Gov
0D80E9,YV2485,Petroleos de Venezuela,Dassault Falcon 900EX,F900,Gov
0D80EC,YV2486,Petroleos de Venezuela,Dassault Falcon 900EX,F900,Gov
0D80ED,YVO157,Gov of Venezuela,Beechjet 400,BE40,Gov
0D80EE,YV1128,Petroleos de Venezuela,Dassault Falcon 50,FA50,Gov
0D80FF,YV2565,Petroleos de Venezuela,Learjet 45,LJ45,Gov
0D8100,YV2567,Petroleos de Venezuela,Learjet 45XR,LJ45,Gov
0D8106,YV1118,Petroleos de Venezuela,Learjet 45,LJ45,Gov
0D8163,YV2716,Petroleos de Venezuela,Learjet 45,LJ45,Gov
0D8167,YV2726,Petroleos de Venezuela,Dassault Falcon 900B,F900,Gov
0D8169,YV2734,Petroleos de Venezuela,Learjet 45,LJ45,Gov
0D8173,YV2738,Petroleos de Venezuela,Learjet 45,LJ45,Gov
0D8181,YV2763,Petroleos de Venezuela,Beechcraft 1900D,B190,Gov
0D819B,YV2865,Petroleos de Venezuela,Beechcraft 1900D,B190,Gov
0D81EC,YV3016,Conviasa,Embraer EMB-190STD,E190,Gov
0D82E8,YV3360,Petroleos de Venezuela,Dassault Falcon 2000EX,F2TH,Gov
0D8373,YV2984,Venezuelan Government,Airbus ACJ319-133X,A319,Gov
14F114,RA-61716,Russia Special Flight Detachment,Antonov An-148 100EA,A148,Gov
14F118,RA-61720,Russia Special Flight Detachment,Antonov An-148 100EA,A148,Gov
14FA3A,RA-64508,Russia Special Flight Detachment,Tupolev Tu-204-300,T204,Gov
14FC05,RA-64517,Russia Special Flight Detachment,Tupolev Tu-214PU,T204,Gov
14FC08,RA-64520,Russia Special Flight Detachment,Tupolev Tu-214PU,T204,Gov
14FC0A,RA-64522,Russia Special Flight Detachment,Tupolev Tu-214SUS,T204,Gov
14FC0B,RA-64523,Russian FSB,Tupolev Tu-214VPU,T204,Gov
14FC0C,RA-64524,Russia Special Flight Detachment,Tupolev Tu-214SUS,T204,Gov
150171,RA-65905,Russia Special Flight Detachment,Tupolev Tu-134A-3,T134,Gov
150177,RA-65911,Russia Special Flight Detachment,Tupolev Tu-134A-3,T134,Gov
152A60,RA-76384,Ceiba Cargo,Ilyushin IL-76TD-90VD,IL76,Gov
1557A0,RA-87968,Russia Special Flight Detachment,Yakovlev Yak-40,YK40,Gov
1557A4,RA-87972,Russia Special Flight Detachment,Yakovlev Yak-40,YK40,Gov
155BCF,RA-89039,Russia Special Flight Detachment,Sukhoi Superjet 100-95B,SU95,Gov
155BEA,RA-89066,Russia Special Flight Detachment,Sukhoi Superjet 100-95B,SU95,Gov
155BEB,RA-89067,Russia Special Flight Detachment,Sukhoi Superjet 100-95LR,SU95,Gov
15614E,RF-90446,Russian Air Force,BIPLANE,,
15618F,RF-90511,Russian Air Force,BIPLANE,,
15619B,RF-90523,Russian Air Force,BIPLANE,,
15619E,RF-90526,Russian Air Force,BIPLANE,,
1561A1,RF-90529,Russian Air Force,BIPLANE,,
1561BA,RF-90554,Russian Air Force,BIPLANE,,
1561C2,RF-90562,Russian Air Force,BIPLANE,,
1561C8,RF-90568,Russian Air Force,BIPLANE,,
1561C9,RF-90569,Russian Air Force,BIPLANE,,
1561CE,RF-90574,Russian Air Force,BIPLANE,,
1561D4,RF-90580,Russian Air Force,BIPLANE,,
1561D5,RF-90581,Russian Air Force,BIPLANE,,
1561D6,RF-90582,Russian Air Force,BIPLANE,,
1561D7,RF-90583,Russian Air Force,BIPLANE,,
1561D8,RF-90584,Russian Air Force,BIPLANE,,
1561D9,RF-90585,Russian Air Force,BIPLANE,,
15770C,RA-96012,Russia Special Flight Detachment,Ilyushin IL-96-300,IL96,Gov
15770E,RA-96014,Russia Special Flight Detachment,Ilyushin IL-96-300,IL96,Gov
157710,RA-96016,Russia Special Flight Detachment,Ilyushin IL-96-300PU,IL96,Gov
157711,RA-96017,Russia Special Flight Detachment,Ilyushin IL-96-300,IL96,Gov
157713,RA-96019,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov
157714,RA-96020,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov
157715,RA-96021,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov
157716,RA-96022,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov
157766,RA-96102,Russia Special Flight Detachment,Ilyushin IL-96-VVIP,IL96,Gov
170000,G-TWRL,Private,BIPLANE,,
33FE77,MM62228,Italian Air Force,Boeing KC-767A,,
33FE7A,MM62226,Italian Air Force,Boeing KC-767A,,
33FE7D,MM62227,Italian Air Force,Boeing KC-767A,,
33FE92,MM62229,Italian Air Force,Boeing KC-767A,,
345304,EC-336,Spanish Air Force,Airbus A330-243-MRTT,,
345309,EC-335,Spanish Air Force,Airbus A330-243-MRTT,,
356341,T.24-01,Spanish Air Force,Airbus A330-202-MRTT,,
380B1A,F-WWCH,French Air Force,Airbus A330-243-MRTT Phénix,,
383E7A,F-WWOW,Airbus SE,Airbus A380-841,,
38FCBB,F-GXLG,Airbus Transport Intl,Airbus A330-743L Beluga XL,,
394A60,F-GSTA,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,,
394A61,F-GSTB,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,,
394A62,F-GSTC,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,,
394A63,F-GSTD,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,,
394A65,F-GSTF,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,,
395D67,F-GXLH,Airbus Transport Intl,Airbus A330-743L Beluga XL,,
395D68,F-GXLI,Airbus Transport Intl,Airbus A330-743L Beluga XL,,
395D69,F-GXLJ,Airbus Transport Intl,Airbus A330-743L Beluga XL,,
3989E4,F-HCPE,Oyonnair,Piaggio P-180 Avanti II,,
399003,F-HEAD,Private,Eurocopter EC135,,
39AE68,FHLTI,Gov of Togo,Dassault Falcon 7X,FA7X,Gov
39B2EB,F-HMXL,Airlec Air Espace,Cessna Citation II,,
39BA4F,F-HOSP,Airlec Air Espace,BAe 125,,
39DDE6,F-HXPG,Oyonnair,Piaggio P-180 Avanti,,
3B7569,F-UJCL,French Air Force,Airbus A330-243-MRTT Phénix,,
3B756A,F-UJCK,French Air Force,Airbus A330-243-MRTT Phénix,,
3B756B,F-UJCJ,French Air Force,Airbus A330-243-MRTT Phénix,,
3B75A7,43,French Air Force,Airbus A330-243-MRTT Phénix,,
3B75A8,42,French Air Force,Airbus A330-243-MRTT Phénix,,
3B75DD,41,French Air Force,Airbus A330-243-MRTT Phénix,,
3B75EC,5890,French Air Force,KC-130J Super Hercules,,
3B75ED,5874,French Air Force,KC-130J Super Hercules,,
3B7773,574,French Air Force,Boeing C-135RG,,
3B7774,525,French Air Force,Boeing C-135FR,,
3B7775,497,French Air Force,Boeing C-135FR,,
3B7776,740,French Air Force,Boeing C-135FR,,
3B7777,739,French Air Force,Boeing C-135FR,,
3B7778,738,French Air Force,Boeing C-135FR,,
3B7779,737,French Air Force,Boeing C-135FR,,
3B777A,736,French Air Force,Boeing C-135FR,,
3B777B,735,French Air Force,Boeing C-135FR,,
3B777C,475,French Air Force,Boeing C-135FR,,
3B777D,474,French Air Force,Boeing C-135FR,,
3B777E,472,French Air Force,Boeing C-135FR,,
3B777F,471,French Air Force,Boeing C-135FR,,
3B7780,470,French Air Force,Boeing C-135FR,,
3C0E3D,D-AUKE,Unicair GmbH,Bombardier Challenger 604,,
3C8481,D-BADA,Aero-Dienst,Dornier Do 328JET,,
3C8483,D-BADC,Aero-Dienst,Dornier Do 328JET,,
3CC011,YV3000,Venezuelan Air Force,Dornier Do 228-NG,D228,Gov
3CC57D,D-CCCB,DRF Luftrettung,Learjet 35A,,
3CC9AB,D-CDRF,DRF Luftrettung,Learjet 35A,,
3CD50B,D-CHZF,Tyrol Air Ambulance,Cessna Citation Bravo,,
3CD568,D-CICU,Unicair GmbH,Bombardier Learjet 45,,
3CD803,D-CJCL,Unicair GmbH,Learjet 31A,,
3CE2D2,YV3083,Venezuelan Air Force,Dornier Do 228-212,D228,Gov
3CE64E,D-CONE,Unicair GmbH,Gates Learjet 35 A,,
3D0073,D-CYKP,Tyrol Air Ambulance,Cessna Citation Bravo,,
3D0983,D-EBVV,Private,BIPLANE,,
3D1060,D-EELK,Private,BIPLANE,,
3D107C,D-EEMM,Private,BIPLANE,,
3D166C,D-EGSY,Private,BIPLANE,,
3D1868,D-EHMM,Private,BIPLANE,,
3D2533,D-EMIL,Private,BIPLANE,,
3D2AE4,D-EOMM,Private,BIPLANE,,
3D2D5A,D-EPKS,Private,BIPLANE,,
3D2E44,D-EPTS,Private,BIPLANE,,
3D2EFF,D-EQAX,Private,BIPLANE,,
3D31CB,D-ERCL,Private,BIPLANE,,
3D355A,D-ESLM,Private,BIPLANE,,
3D35CD,D-ESPX,Private,BIPLANE,,
3D4545,D-EYMF,Private,BIPLANE,,
3D6F33,D-FOJB,Ostthuring FSC,BIPLANE,,
3D6F3F,D-FOJN,Bernd Haussmann,BIPLANE,,
3D6F56,D-FOKK,Classic Wings,BIPLANE,,
3D8456,D-FWJE,Ballenstedter Aero Club,BIPLANE,,
3D845C,D-FWJK,Fallschirm Club Halle,BIPLANE,,
3DD735,D-HJLA,Johanniter Luftrettung,Eurocopter H145,,
3DDC4B,D-HDRF,DRF Luftrettung,Eurocopter H145,,
3DDC4D,D-HDRH,DRF Luftrettung,MBB-Kawasaki BK 117 B-1,,
3DDC5C,D-HDRW,DRF Luftrettung,Eurocopter EC135 P2+,,
3DDC61,D-HDSB,DRF Luftrettung,Eurocopter EC145,,
3DDC63,D-HDSD,DRF Luftrettung,Eurocopter H145,,
3DDC65,D-HDSF,DRF Luftrettung,Eurocopter H145,,
3DDC66,D-HDSG,DRF Luftrettung,Eurocopter EC145,,
3DDC6A,D-HDSK,DRF Luftrettung,Eurocopter H145,,
3DDC6B,D-HDSL,DRF Luftrettung,Eurocopter EC145,,
3DDC6C,D-HDSM,DRF Luftrettung,Eurocopter H145,,
3DDC6D,D-HDSN,DRF Luftrettung,Eurocopter H145,,
3DDC6E,D-HDSO,DRF Luftrettung,Eurocopter EC145,,
3DDC6F,D-HDSP,DRF Luftrettung,Eurocopter H145,,
3DDC70,D-HDSQ,DRF Luftrettung,Eurocopter H145,,
3DDC73,D-HDST,DRF Luftrettung,Eurocopter H145,,
3DDC74,D-HDSU,DRF Luftrettung,Eurocopter H145,,
3DDC75,D-HDSV,DRF Luftrettung,Eurocopter EC145,,
3DDC76,D-HDSW,DRF Luftrettung,Eurocopter H145,,
3DDC77,D-HDSX,DRF Luftrettung,Eurocopter H145,,
3DDC78,D-HDSY,DRF Luftrettung,Eurocopter H145,,
3DDC79,D-HDSZ,DRF Luftrettung,Eurocopter H145,,
3DDD6E,D-HRTH,DRF Luftrettung,Eurocopter EC135 T3H,,
3DE0F8,D-HFLG,Heli-Flight,Eurocopter EC155,,
3DE205,D-HFVP,DRF Luftrettung,Eurocopter AS365 Dauphin,,
3DE8F9,D-HIMB,DRF Luftrettung,MBB-Kawasaki BK 117 B-1,,
3DEBD7,D-HJOH,Johanniter Luftrettung,Eurocopter AS365 N3 Dauphin,,
3DFE90,D-HQQQ,DRF Luftrettung,MBB-Kawasaki BK 117 B-1,,
3E0173,D-HRTB,DRF Luftrettung,Eurocopter EC135 T3H,,
3E0174,D-HRTC,DRF Luftrettung,Eurocopter EC135 T3H,,
3E0175,D-HRTD,DRF Luftrettung,Eurocopter EC135,,
3E0177,D-HRTF,DRF Luftrettung,Eurocopter EC135 T3H,,
3E0FDE,D-HXFA,DRF Luftrettung,Eurocopter H145,,
3E0FE0,D-HXFC,DRF Luftrettung,Eurocopter H145,,
3E0FE1,D-HXFD,DRF Luftrettung,Eurocopter H145,,
3E167A,D-HZSC,DRF Luftrettung,Eurocopter AS365 Dauphin,,
3E1684,D-HZSM,DRF Luftrettung,Eurocopter EC135 T2+,,
3E37C8,D-IMIA,Kohl Medical,Piaggio P-180 Avanti II,,
3E875E,55+04,German Air Force,KC-130J Super Hercules,,
3E8764,55+05,German Air Force,KC-130J Super Hercules,,
3F232B,D-LZFN,Private,Zeppelin LZ N07-100 Airship,,
3FAB93,8747,Venezuelan Air Force,Boeing 707-384C,,
3FF248,D-MWHE,Private,BIPLANE,,
3FF599,D-MTSF,Private,BIPLANE,,
3FF809,D-MIRE,Private,BIPLANE,,
40013D,VP-BAT,Gov of Qatar,Boeing 747-SP,B74S,Gov
4008A7,G-NIHM,Northern Ireland Air Ambulance,Eurocopter EC135 T2+,,
4008A8,G-SCAA,Scotlands Charity Air Ambulance,Eurocopter EC135 T1,,
4008D3,G-NHEM,Northern Ireland Air Ambulance,Eurocopter EC135 T1,,
4009FD,G-SPHU,Scotlands Charity Air Ambulance,Eurocopter EC135,,
400A18,G-NWEM,North West Air Ambulance,Eurocopter EC135 T2,,
400A63,G-NWAE,North West Air Ambulance,Eurocopter EC135 T2,,
400C32,G-HWAA,Babcock MCS Onshore,Eurocopter EC135 T2,,
400D94,G-NWAA,North West Air Ambulance,Eurocopter EC135 T2,,
400DC2,G-SASC,Scottish Ambulance Service,B200 Super King Air,,
400DC3,G-SASD,Gama Aviation,B200C Super King Air,,
400DFC,G-EMAA,Scotlands Charity Air Ambulance,Eurocopter EC135 T2+,,
401166,G-IASC,IAS Medical Ltd,B200 Super King Air,,
4011AF,G-CEGP,IAS Medical Ltd,B200 Super King Air,,
401200,G-ABLS,Private,BIPLANE,,
401407,G-AHIZ,Private,BIPLANE,,
40146B,G-ALUC,Private,BIPLANE,,
4014AB,G-AOBX,Private,BIPLANE,,
4014B1,G-AOEI,Cambridge Flying Group,BIPLANE,,
4014C0,G-AOJH,Private,BIPLANE,,
4014D1,G-AOZH,Private,BIPLANE,,
4017C1,G-AWPZ,Private,BIPLANE,,
4017F4,G-AXAN,Private,BIPLANE,,
40186F,G-AXXV,Private,BIPLANE,,
401A4E,G-AAZP,Private,BIPLANE,,
401C90,G-PIII,Private,BIPLANE,,
401F85,G-BJAL,Private,BIPLANE,,
402017,G-BKCV,Private,BIPLANE,,
402023,G-BKDR,Private,BIPLANE,,
4021BB,G-EWIZ,Rich Goodwin,BIPLANE,,
402315,G-TAFF,Taff Smith,BIPLANE,,
4024DE,G-ADPC,Private,BIPLANE,,
402613,G-ALWS,Private,BIPLANE,,
402813,G-EMSY,Private,BIPLANE,,
402A39,G-BOBT,Private,BIPLANE,,
402D66,G-BPHR,Private,BIPLANE,,
402FF8,G-BRRP,Private Owner,BIPLANE,,
40307A,G-BRVL,Private,BIPLANE,,
4030B0,G-EEPJ,Private,BIPLANE,,
4031D3,G-KITI,Private,BIPLANE,,
403347,G-TBAG,Private,BIPLANE,,
403348,G-BTAK,Private,BIPLANE,,
4039A0,G-OSIS,Private,BIPLANE,,
403A6A,G-ITII,Private,BIPLANE,,
403AA6,G-OSZB,Private,BIPLANE,,
403CB7,G-BWVT,Private,BIPLANE,,
4040AF,G-FORZ,Private,BIPLANE,,
404122,G-NHAA,Great North Air Ambulance Service,Eurocopter AS365 N2 Dauphin,,
4043AD,G-EHMS,London Air Ambulance,MD 900 Explorer,,
4043F8,G-SASR,Specialist Aviation Services Ltd,MD 900 Explorer,,
40448B,G-HAAT,Essex and Herts Air Ambulance,MD 900 Explorer,,
4044A7,G-BZSC,Shuttleworth Collection,BIPLANE,,
404516,G-IBII,Altered Attitude Aerobatics,BIPLANE,,
404737,G-FCUK,Private,BIPLANE,,
40497E,G-CCFO,Private,BIPLANE,,
404F0C,G-NHAB,Great North Air Ambulance Service,Eurocopter AS365 N2 Dauphin,,
405000,G-NUTA,Private,BIPLANE,,
405667,G-SBOL,Private,BIPLANE,,
405697,G-OKAY,Private,BIPLANE,,
4059FD,G-SJBI,Private,BIPLANE,,
405A76,G-DVAA,Devon Air Ambulance,Eurocopter EC135 T2+,,
405EB2,G-ENIO,Private,BIPLANE,,
405ED2,G-BOXH,Private Owner,BIPLANE,,
405F81,G-GWAC,Great Western Air Ambulance,Eurocopter EC135,,
405FEA,G-GULZ,Private,BIPLANE,,
406206,G-RSCU,Irish Community Rapid Response,AW.109E Power,,
406419,G-EHEM,Essex Air Ambulance,MD 900 Explorer,,
406447,G-JIIL,Private,BIPLANE,,
406481,G-PMIZ,Private Owner,BIPLANE,,
4065A4,G-NHAC,Great North Air Ambulance Service,Eurocopter AS365 N2 Dauphin,,
40671E,G-YELP,Private,BIPLANE,,
4067BF,G-HEMN,Babcock MCS Onshore,Eurocopter EC135,,
40682B,G-WASC,Babcock MCS Onshore,Eurocopter EC135 T2+,,
4068CF,G-DAAN,Devon Air Ambulance,Eurocopter EC135,,
4068DA,G-HMDX,Specialist Aviation Services,MD 900 Explorer,,
4068DB,G-KSSA,Kent Surrey and Sussex Air Ambulance,MD 900 Explorer,,
4068F7,G-IASA,IAS Medical Ltd,B200 Super King Air,,
406975,G-TAAS,The Air Ambulance Service,AgustaWestland AW.109 SP Grand New,,
406ABF,G-OMAA,Babcock MCS Onshore,Eurocopter EC135 T2,,
406B1E,G-CIOS,Specialist Aviation Services,MD 900 Explorer,,
406B4D,G-NIAA,Northern Ireland Air Ambulance,B200 Super King Air,,
406BA6,G-CWCD,IAS Medical Ltd,B200 Super King Air,,
406C1B,G-CNWL,Cornwall Air Ambulance Trust,MD 900 Explorer,,
406CA0,G-HEMC,East Anglian Air Ambulance,MBB-Kawasaki BK 117 D-2,,
406CBC,G-WLTS,Wiltshire Air Ambulance,Bell 429 GlobalRanger,,
406D68,G-SASN,Scottish Air Ambulance Service,Eurocopter EC145,,
406DEE,Donald Trump (UK),,,,
406EC4,G-TVAL,Thames Valley Air Ambulance,Eurocopter EC135 T3,,
406EC5,G-HIOW,Hampshire and Isle of Wight Air Ambulance,Eurocopter EC135,,
406EF2,G-LNDN,London Air Ambulance,MD 900 Explorer,,
406F2B,G-RESU,East Anglian Air Ambulance,MBB-Kawasaki BK 117 D-2,,
406F3E,G-NHAD,The Great North Air Ambulance,Eurocopter AS365 N3 Dauphin,,
407045,G-YOAA,Yorkshire Air Ambulance,Eurocopter EC145,,
407046,G-YAAC,Yorkshire Air Ambulance,MBB-Kawasaki BK 117 D-2,,
40709D,G-LNAC,Linc and Notts Air Ambulance,AgustaWestland AW.169,,
407152,G-DSAA,Dorset and Somerset Air Ambulance,AgustaWestland AW.169,,
4071A9,G-WROL,Wales Air Ambulance,Eurocopter EC145,,
4071AA,G-WENU,Welsh Air Ambulance,Eurocopter EC145,,
4071AB,G-WOBR,Welsh Air Ambulance,Eurocopter EC145,,
4071EB,G-TCAA,The Children's Air Ambulance,AgustaWestland AW.169,,
4072DA,G-HHEM,Essex and Herts Air Ambulance,AgustaWestland AW.169,,
407349,G-IPII,Private,BIPLANE,,
407377,G-IASB,IAS Medical Ltd,B200 Super King Air,,
407386,G-PICU,Children's Air Ambulance,AW.189,,
407424,G-RMAA,Babcock MCS Onshore,Eurocopter EC145,,
40755A,G-SASX,Specialist Aviation Services,AgustaWestland AW.169,,
407685,G-EMSS,Babcock MCS Onshore,Eurocopter EC145,,
407734,G-MGPS,Magpas Air Ambulance,AgustaWestland AW.169,,
4077C7,G-GSAS,Scottish Ambulance Service,MBB-Kawasaki BK 117 D-2,,
4077C8,G-ISAS,Scottish Ambulance Service,MBB-Kawasaki BK 117 D-2,,
407933,G-CRWL,Cornwall Air Ambulance Trust,AgustaWestland AW.189,,
40793D,G-DAAS,Devon Air Ambulance,Eurocopter EC145,,
407AF6,G-DRLA,The Air Ambulance Service,AgustaWestland AW.109 SP Grand New,,
407AF7,G-WNAS,The Air Ambulance Service,AgustaWestland AW.109 SP Grand New,,
407C16,G-JAAM,IAS Medical Ltd,Diamond Aircraft DA62,,
407CBF,G-LNCC,Linc and Notts Air Ambulance,AgustaWestland AW.169,,
424238,VP-BBF,Gov of Azerbaijan,Gulfstream G650,GLF6,Gov
4243E4,VQ-BMZ,Gov of Jordan,Gulfstream G650,GLF6,Gov
424918,VQ-BDD,Gov of Jordan,Airbus ACJ319-Elite,A319,Gov
43C6F3,ZZ330,Royal Air Force,Airbus Voyager KC2,,
43C6F4,ZZ331,Royal Air Force,Airbus Voyager KC2,,
43C6F5,ZZ332,Royal Air Force,Airbus Voyager KC3,,
43C6F6,ZZ333,Royal Air Force,Airbus Voyager KC2,,
43C6F7,ZZ334,Royal Air Force,Airbus Voyager KC3,,
43C6F8,ZZ335,Royal Air Force,Airbus Voyager KC3,,
43C6FA,ZZ337,Royal Air Force,Airbus Voyager KC3,,
